customerID,Churn,account.Contract,account.PaymentMethod,internet.InternetService,customer.tenure,account.MonthlyCharges,account.TotalCharges,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling
9101-NTIXF,No,Month-to-month,Mailed check,No,2,19.4,50.6,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9102-IAYHT,Yes,Month-to-month,Electronic check,Fiber optic,17,85.45,1451.6,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
9102-OXKFY,No,Two year,Credit card (automatic),DSL,59,54.15,3116.15,Male,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
9103-CXVOK,No,Month-to-month,Electronic check,No,1,19.75,19.75,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9103-TCIHJ,Yes,Month-to-month,Mailed check,DSL,15,55.7,899.8,Female,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
9107-UKCKY,No,One year,Electronic check,DSL,61,79.8,4914.8,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
9108-EJFJP,No,Month-to-month,Mailed check,DSL,1,53.55,53.55,Female,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes
9108-EQPNQ,No,Two year,Credit card (automatic),No,10,26.1,225.55,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9110-HSGTV,No,Two year,Credit card (automatic),DSL,69,82.45,5555.3,Female,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9112-WSNPU,No,Month-to-month,Electronic check,Fiber optic,35,70.55,2419.0,Female,Yes,No,No,Yes,No,No,No,No,No,No,No,No
9114-AAFQH,No,One year,Electronic check,DSL,48,65.65,3094.65,Female,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
9114-DPSIA,No,Two year,Credit card (automatic),DSL,72,81.0,5750.0,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
9114-VEPUF,No,One year,Electronic check,Fiber optic,62,96.1,6001.45,Male,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
9115-YQHGA,No,Month-to-month,Electronic check,DSL,40,51.1,2092.9,Male,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
9117-SHLZX,Yes,Month-to-month,Mailed check,DSL,1,45.7,45.7,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9121-PHQSR,No,Month-to-month,Credit card (automatic),Fiber optic,16,85.05,1391.15,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
9122-UMROB,No,Month-to-month,Mailed check,No,1,20.3,20.3,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9124-LHCJQ,Yes,Month-to-month,Mailed check,Fiber optic,1,85.45,85.45,Female,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
9127-FHJBZ,No,Two year,Electronic check,Fiber optic,72,114.0,8093.15,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9127-QRZMH,No,One year,Bank transfer (automatic),DSL,44,59.85,2603.95,Male,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
9128-CPXKI,No,Two year,Electronic check,Fiber optic,59,95.8,5655.45,Female,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
9129-UXERG,No,Month-to-month,Credit card (automatic),Fiber optic,18,103.6,1806.35,Female,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
9133-AYJZG,No,Month-to-month,Credit card (automatic),Fiber optic,23,98.7,2249.1,Female,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
9134-CEQMF,Yes,Month-to-month,Electronic check,Fiber optic,7,89.5,676.7,Male,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes
9134-WYRVP,No,One year,Mailed check,Fiber optic,51,86.35,4267.15,Male,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No
9135-HSWOC,No,Two year,Bank transfer (automatic),No,64,19.7,1274.05,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9135-MGVPY,No,Two year,Mailed check,DSL,69,84.7,5878.9,Male,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9136-ALYBR,Yes,Month-to-month,Mailed check,DSL,1,24.45,24.45,Male,No,No,No,No,No phone service,No,No,No,No,No,No,Yes
9137-NOQKA,No,Month-to-month,Electronic check,No,2,19.2,37.2,Male,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9137-UIYPG,No,Month-to-month,Electronic check,Fiber optic,35,106.9,3756.45,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9138-EFSMO,No,One year,Bank transfer (automatic),Fiber optic,26,78.95,2034.25,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
9139-TWBAS,No,One year,Bank transfer (automatic),DSL,26,47.85,1190.5,Female,No,Yes,No,No,No phone service,Yes,Yes,Yes,No,Yes,No,No
9139-WQQDY,Yes,One year,Mailed check,Fiber optic,49,100.45,4941.8,Female,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
9140-CZQZZ,No,Two year,Bank transfer (automatic),DSL,68,79.6,5515.8,Female,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
9142-KZXOP,No,Month-to-month,Credit card (automatic),Fiber optic,44,68.85,2958.95,Male,No,No,No,Yes,No,No,No,No,No,No,No,No
9142-XMYJH,No,Month-to-month,Credit card (automatic),No,29,19.35,601.6,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9143-CANJF,No,Month-to-month,Electronic check,DSL,24,55.15,1319.85,Female,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
9146-JRIOX,No,Month-to-month,Mailed check,No,14,25.55,372.45,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9150-HEPMB,No,One year,Mailed check,DSL,56,52.7,3019.7,Male,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
9150-KPBJQ,No,Two year,Credit card (automatic),No,6,19.65,116.85,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9152-AMKAK,No,Two year,Mailed check,DSL,6,80.25,493.4,Male,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9153-BTBVV,No,Two year,Bank transfer (automatic),No,71,25.0,1753.0,Female,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9154-QDGTH,No,One year,Credit card (automatic),Fiber optic,43,104.3,4451.85,Male,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
9158-VCTQB,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,41,113.6,4594.95,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9162-MVWXH,,Month-to-month,Mailed check,DSL,1,45.7,45.7,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9163-GHAYE,No,Month-to-month,Electronic check,DSL,15,48.85,736.8,Female,No,No,No,Yes,No,No,Yes,No,No,No,No,No
9167-APMXZ,No,Month-to-month,Bank transfer (automatic),Fiber optic,22,84.15,1821.95,Female,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
9168-INPSZ,No,Month-to-month,Electronic check,Fiber optic,44,104.15,4495.65,Female,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
9169-BSVIN,No,Month-to-month,Bank transfer (automatic),DSL,12,74.75,827.05,Male,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
9170-ARBTB,No,One year,Credit card (automatic),No,52,19.6,1012.4,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9170-CCKOU,Yes,Month-to-month,Credit card (automatic),Fiber optic,17,90.2,1454.15,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
9170-GYZJC,Yes,Month-to-month,Credit card (automatic),DSL,41,79.9,3326.2,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
9172-ANCRX,Yes,Month-to-month,Electronic check,Fiber optic,10,98.7,973.25,Female,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
9172-JITSM,Yes,Month-to-month,Electronic check,Fiber optic,26,90.8,2361.8,Female,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
9173-IVZVP,No,Two year,Mailed check,No,53,20.9,1146.05,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9174-FKWZE,Yes,Month-to-month,Electronic check,No,1,19.45,19.45,Female,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9174-IHETN,No,Two year,Credit card (automatic),Fiber optic,50,70.35,3533.6,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,No
9178-JHUVJ,No,Two year,Bank transfer (automatic),No,24,24.1,587.4,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9182-EFTQG,,One year,Credit card (automatic),DSL,41,78.35,3211.2,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
9184-GALIL,No,Month-to-month,Mailed check,No,38,20.45,781.25,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9185-TQCVP,Yes,Month-to-month,Electronic check,Fiber optic,14,85.15,1139.2,Male,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
9189-JWSHV,Yes,Month-to-month,Electronic check,Fiber optic,24,93.55,2264.05,Female,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
9190-MFJLN,Yes,Month-to-month,Credit card (automatic),Fiber optic,19,95.9,1777.9,Male,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
9191-MYQKX,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,7,75.15,496.9,Female,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes
9194-GFVOI,No,Two year,Credit card (automatic),DSL,42,84.35,3571.6,Female,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
9199-PWQVC,No,One year,Credit card (automatic),DSL,63,79.7,4786.15,Female,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
9200-NLNPD,No,One year,Bank transfer (automatic),DSL,56,54.05,2959.8,Male,No,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,Yes,Yes
9206-GVPEQ,Yes,Month-to-month,Electronic check,DSL,13,54.45,706.85,Male,No,Yes,No,No,No phone service,Yes,No,No,Yes,Yes,Yes,Yes
9207-ZPANB,No,One year,Electronic check,DSL,37,67.45,2443.3,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
9208-OLGAQ,No,Month-to-month,Electronic check,Fiber optic,18,84.95,1443.65,Female,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
9209-NWPGU,No,One year,Electronic check,DSL,44,65.4,2774.55,Male,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No
9210-IAHGH,Yes,Month-to-month,Credit card (automatic),DSL,7,70.75,450.8,Female,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes
9214-EKVXR,No,Month-to-month,Mailed check,DSL,1,44.0,44.0,Female,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9218-TUMIQ,,Month-to-month,Electronic check,Fiber optic,62,100.15,6283.3,Female,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
9220-CXRSC,No,Two year,Credit card (automatic),DSL,69,61.4,4059.85,Female,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No
9220-ZNKJI,No,Two year,Credit card (automatic),Fiber optic,55,88.8,4805.3,Female,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No
9221-OTIVJ,Yes,Month-to-month,Electronic check,Fiber optic,14,104.85,1531.4,Female,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
9223-UCPVT,Yes,Month-to-month,Electronic check,Fiber optic,1,94.4,94.4,Female,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
9224-VTYID,No,Two year,Mailed check,DSL,47,90.5,4318.35,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9225-BZLNZ,No,Two year,Electronic check,DSL,72,85.25,6083.1,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
9227-LUNBG,Yes,Month-to-month,Electronic check,DSL,1,24.6,24.6,Female,No,No,No,No,No phone service,No,No,No,No,No,No,No
9227-UAQFT,No,Two year,Mailed check,No,16,19.75,284.35,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9227-YBAXE,No,Two year,Bank transfer (automatic),DSL,65,82.5,5215.1,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
9228-KNQVN,,One year,Credit card (automatic),Fiber optic,59,107.0,6152.3,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
9229-RQABD,No,One year,Mailed check,No,18,23.75,424.5,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9231-ZJYAM,Yes,Month-to-month,Electronic check,Fiber optic,4,78.85,292.8,Female,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes
9233-PSYHO,No,One year,Bank transfer (automatic),Fiber optic,45,100.15,4459.8,Female,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
9236-NDUCW,No,Two year,Mailed check,DSL,21,35.1,770.4,Female,No,No,No,No,No phone service,Yes,No,No,Yes,No,No,No
9237-HQITU,Yes,Month-to-month,Electronic check,Fiber optic,2,70.7,151.65,Female,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9239-GZHZE,No,Two year,Credit card (automatic),Fiber optic,72,113.65,8124.2,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9239-YGYBO,,One year,Bank transfer (automatic),DSL,13,54.15,701.05,Female,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
9239-ZBZZV,Yes,Month-to-month,Electronic check,DSL,6,47.95,305.1,Female,No,No,No,No,No phone service,No,No,Yes,No,Yes,Yes,Yes
9242-TKFSV,No,Two year,Credit card (automatic),DSL,72,65.1,4754.3,Male,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9243-TUYBL,,Month-to-month,Electronic check,Fiber optic,28,105.8,2998.0,Male,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
9244-ZVAPM,No,Month-to-month,Mailed check,DSL,1,45.6,45.6,Male,No,No,No,Yes,No,No,No,No,No,No,No,No
9248-OJYKK,Yes,Month-to-month,Electronic check,Fiber optic,1,76.45,76.45,Male,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes
9249-FXSCK,Yes,One year,Credit card (automatic),Fiber optic,52,111.25,5916.45,Female,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
9250-WYPLL,Yes,Month-to-month,Electronic check,Fiber optic,5,75.55,413.65,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,No
9251-AWQGT,No,Two year,Mailed check,No,48,20.0,935.9,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9251-WNSOD,No,One year,Mailed check,DSL,67,75.1,5064.45,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
9253-QXKBE,Yes,Month-to-month,Electronic check,Fiber optic,29,94.45,2653.65,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
9253-VIFJQ,No,One year,Credit card (automatic),DSL,65,67.05,4309.55,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
9254-RBFON,Yes,One year,Bank transfer (automatic),Fiber optic,17,98.6,1704.95,Female,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
9256-JTBNZ,No,Month-to-month,Bank transfer (automatic),No,11,20.3,246.3,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9257-AZMTZ,No,Two year,Bank transfer (automatic),No,52,20.1,1078.75,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9258-CNWAC,No,Two year,Credit card (automatic),Fiber optic,71,113.65,8166.8,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
9259-PACGQ,Yes,Month-to-month,Electronic check,DSL,34,62.65,2274.9,Female,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
9261-WDCAF,No,Month-to-month,Mailed check,DSL,3,54.65,189.1,Male,No,No,No,Yes,No,No,No,No,No,No,Yes,No
9269-CQOOL,Yes,Month-to-month,Credit card (automatic),DSL,3,54.7,169.45,Male,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes
9272-LSVYH,No,Month-to-month,Mailed check,Fiber optic,10,70.15,735.5,Male,No,No,No,Yes,No,No,No,No,No,No,No,No
9274-CNFMO,Yes,Month-to-month,Electronic check,Fiber optic,4,74.95,308.7,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
9274-UARKJ,No,Month-to-month,Bank transfer (automatic),Fiber optic,15,83.2,1130.0,Female,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
9277-JOOMO,No,Month-to-month,Mailed check,No,3,24.6,86.35,Female,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9278-VZKCD,No,Month-to-month,Electronic check,Fiber optic,52,109.1,5647.95,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
9279-CJEOJ,No,Month-to-month,Bank transfer (automatic),Fiber optic,21,95.4,2025.1,Female,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
9281-CEDRU,No,Two year,Bank transfer (automatic),DSL,68,64.1,4326.25,Female,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No
9281-OFDMF,No,Month-to-month,Electronic check,Fiber optic,39,90.7,3413.25,Male,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No
9281-PKKZE,No,Month-to-month,Electronic check,DSL,46,43.95,2007.85,Female,No,Yes,No,No,No phone service,No,No,No,No,Yes,Yes,Yes
9282-IZGQK,Yes,Month-to-month,Electronic check,Fiber optic,1,85.0,85.0,Female,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
9283-LZQOH,Yes,Month-to-month,Credit card (automatic),Fiber optic,13,74.4,896.75,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes
9286-BHDQG,No,Two year,Credit card (automatic),DSL,72,45.25,3139.8,Male,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,No,No,No
9286-DOJGF,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,38,74.95,2869.85,Female,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
9289-LBQVU,No,One year,Mailed check,DSL,64,70.15,4480.7,Male,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
9290-SHCMB,No,Month-to-month,Electronic check,Fiber optic,13,96.85,1235.55,Female,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
9294-TDIPC,No,Month-to-month,Mailed check,No,5,20.2,83.75,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9297-EONCV,No,Two year,Bank transfer (automatic),DSL,72,91.35,6697.2,Female,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9297-FVVDH,No,Two year,Electronic check,DSL,57,84.5,4845.4,Female,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9298-WGMRW,No,Two year,Bank transfer (automatic),Fiber optic,72,115.5,8312.75,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9300-AGZNL,Yes,Month-to-month,Electronic check,Fiber optic,1,94.0,94.0,Male,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
9300-RENDD,Yes,Month-to-month,Electronic check,Fiber optic,1,79.95,79.95,Male,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
9305-CDSKC,Yes,Month-to-month,Electronic check,Fiber optic,8,99.65,820.5,Female,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
9306-CPCBC,Yes,Month-to-month,Electronic check,Fiber optic,3,74.25,210.3,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
9308-ANMVE,No,Month-to-month,Electronic check,DSL,47,55.3,2654.05,Male,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
9309-BZGNT,No,One year,Credit card (automatic),DSL,69,29.8,2134.3,Male,Yes,Yes,No,No,No phone service,No,No,Yes,No,No,No,Yes
9313-CDOGY,No,Month-to-month,Electronic check,No,38,19.6,717.3,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9313-QOLTZ,No,Month-to-month,Mailed check,No,26,20.9,518.3,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9314-IJWSQ,No,Month-to-month,Electronic check,Fiber optic,14,84.8,1203.9,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
9314-QDMDW,No,One year,Electronic check,DSL,11,61.25,729.95,Male,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
9317-WZPGV,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,2,79.75,159.4,Female,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes
9318-NKNFC,Yes,Month-to-month,Mailed check,No,1,18.85,18.85,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9323-HGFWY,No,One year,Credit card (automatic),Fiber optic,27,101.9,2681.15,Female,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
9327-QSDED,No,Month-to-month,Mailed check,DSL,8,43.55,335.4,Male,No,No,No,Yes,No,No,No,No,No,No,No,No
9330-DHBFL,No,One year,Mailed check,DSL,23,66.25,1533.8,Female,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
9330-IJWIO,Yes,Month-to-month,Electronic check,Fiber optic,13,100.35,1358.85,Female,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
9330-VOFSZ,No,Two year,Credit card (automatic),Fiber optic,60,110.8,6640.7,Female,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
9332-GYWLO,No,Month-to-month,Electronic check,DSL,6,54.85,355.1,Female,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
9334-GWGOW,No,Month-to-month,Electronic check,Fiber optic,7,74.85,485.25,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
9337-SRRNI,No,Two year,Credit card (automatic),No,66,25.3,1673.8,Male,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9339-FIIJL,No,Two year,Bank transfer (automatic),DSL,72,85.95,6151.9,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
9342-VNIMQ,No,Month-to-month,Bank transfer (automatic),DSL,33,54.65,1665.2,Male,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
9347-AERRL,No,One year,Credit card (automatic),No,23,19.3,486.2,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9348-ROUAI,No,Two year,Credit card (automatic),DSL,59,90.3,5194.05,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
9348-YVOMK,No,Month-to-month,Credit card (automatic),DSL,4,44.8,176.2,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9350-VLHMB,No,Month-to-month,Bank transfer (automatic),Fiber optic,67,89.55,6373.1,Male,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
9350-ZXYJC,No,Two year,Credit card (automatic),No,4,25.3,116.95,Female,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9351-HXDMR,No,Two year,Credit card (automatic),Fiber optic,72,110.9,8240.85,Male,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9351-LZYGF,No,Month-to-month,Credit card (automatic),DSL,42,66.4,2727.8,Female,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
9355-NPPFS,No,Month-to-month,Electronic check,Fiber optic,26,78.8,2006.1,Female,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes
9356-AXGMP,No,One year,Electronic check,Fiber optic,38,110.7,4428.6,Male,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9357-UJRUN,No,One year,Electronic check,DSL,24,58.35,1346.9,Male,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
9359-JANWS,No,Two year,Credit card (automatic),DSL,65,58.9,3857.1,Female,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
9359-UGBTK,No,One year,Bank transfer (automatic),DSL,67,72.35,4991.5,Female,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
9360-AHGNL,Yes,One year,Mailed check,Fiber optic,43,109.55,4830.25,Female,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
9360-OMDZZ,No,Month-to-month,Electronic check,Fiber optic,24,94.1,2322.85,Male,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
9361-YNQWJ,No,One year,Bank transfer (automatic),No,64,24.4,1601.2,Female,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9362-MWODR,No,Month-to-month,Credit card (automatic),DSL,40,64.1,2460.35,Female,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
9364-HVJRK,,Month-to-month,Mailed check,DSL,8,45.15,438.4,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9364-YKUVW,No,Month-to-month,Mailed check,No,15,19.8,309.4,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
9365-CSLBQ,No,Two year,Mailed check,No,71,24.35,1654.6,Male,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9365-SRSZE,No,Month-to-month,Electronic check,Fiber optic,27,70.55,1943.9,Male,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes
